Dates,US0001M Index,US0003M Index,BP0003M Index,BP0001M Index,US0006M Index,BP0006M Index
1/3/2000,5.8225,6.00125,6.07844,5.40813,6.13125,6.29031
1/4/2000,5.81,6.0425,6.13813,5.74125,6.20875,6.37438
1/5/2000,5.7925,6.03,6.14313,5.75,6.19375,6.38719
1/6/2000,5.79125,6.03,6.14906,5.75,6.19125,6.39906
1/7/2000,5.79125,6.03,6.13813,5.6975,6.19125,6.38516
1/10/2000,5.78125,6.02625,6.12875,5.70063,6.18125,6.38688
1/11/2000,5.78125,6.03,6.13891,5.73094,6.19125,6.39531
1/12/2000,5.78125,6.03938,6.13938,5.74375,6.20938,6.40109
1/13/2000,5.78125,6.04,6.14906,5.80063,6.22,6.4125
1/14/2000,5.7925,6.04,6.07594,5.69031,6.22125,6.36688
1/17/2000,5.8025,6.03625,6.07984,5.75125,6.215,6.37875
1/18/2000,5.8075,6.035,6.09844,5.76,6.215,6.38125
1/19/2000,5.80875,6.0375,6.11219,5.82781,6.22,6.39781
1/20/2000,5.81,6.04,6.14188,5.89984,6.22,6.41281
1/21/2000,5.81375,6.04,6.14266,5.92063,6.22,6.41281
1/24/2000,5.81875,6.04,6.14813,5.93125,6.22,6.41078
1/25/2000,5.82,6.04,6.15234,5.94031,6.22,6.40688
1/26/2000,5.82125,6.04,6.15188,5.96078,6.22,6.39031
1/27/2000,5.83,6.04,6.15859,5.97453,6.22,6.38703
1/28/2000,5.85625,6.04875,6.16797,6.00375,6.2325,6.39406
1/31/2000,5.885,6.0775,6.22594,6.10609,6.28875,6.42281
2/1/2000,5.905,6.09125,6.24,6.11234,6.3075,6.41438
2/2/2000,5.92375,6.1,6.21688,6.06844,6.32,6.40438
2/3/2000,5.89625,6.0975,6.19313,6.06031,6.32875,6.3875
2/4/2000,5.89,6.09,6.19438,6.06063,6.31375,6.37813
2/7/2000,5.89125,6.1,6.21688,6.06031,6.33,6.39906
2/8/2000,5.89,6.1,6.22828,6.08,6.33,6.41875
2/9/2000,5.89,6.1,6.24125,6.11219,6.32125,6.4175
2/10/2000,5.88875,6.09875,6.25,6.12438,6.3225,6.4175
2/11/2000,5.885,6.09625,6.2525,6.145,6.32375,6.41625
2/14/2000,5.88,6.09,6.23359,6.14188,6.32125,6.39
2/15/2000,5.88,6.09,6.22844,6.14203,6.32,6.39266
2/16/2000,5.88,6.09,6.2625,6.15563,6.32,6.44406
2/17/2000,5.88,6.09,6.27,6.1375,6.32125,6.44438
2/18/2000,5.88,6.11,6.245,6.12125,6.355,6.43531
2/21/2000,5.88,6.11,6.24,6.12188,6.35375,6.43156
2/22/2000,5.88,6.11,6.23375,6.12375,6.3525,6.41656
2/23/2000,5.87875,6.11,6.24375,6.12563,6.35,6.41828
2/24/2000,5.8775,6.11,6.24875,6.1375,6.35,6.42688
2/25/2000,5.87625,6.10125,6.25,6.14375,6.3325,6.42813
2/28/2000,5.9125,6.10125,6.25125,6.15188,6.3225,6.43625
2/29/2000,5.91875,6.10875,6.25375,6.15563,6.33125,6.43625
3/1/2000,5.92625,6.11,6.25,6.14656,6.33125,6.43594
3/2/2000,5.93625,6.11875,6.25,6.14125,6.33625,6.4375
3/3/2000,5.94125,6.12,6.25,6.1275,6.34,6.43625
3/6/2000,5.95,6.12,6.24125,6.1225,6.34,6.43031
3/7/2000,5.96,6.12688,6.25,6.12438,6.35,6.43031
3/8/2000,5.97,6.13,6.25,6.12875,6.35,6.42563
3/9/2000,5.98875,6.14,6.25,6.12188,6.35,6.42563
3/10/2000,5.99625,6.14375,6.22328,6.07906,6.35625,6.40484
3/13/2000,6.00375,6.15,6.21328,6.05844,6.3625,6.39953
3/14/2000,6.0175,6.16,6.20734,6.0075,6.37125,6.39313
3/15/2000,6.035,6.1725,6.20563,6,6.38,6.39828
3/16/2000,6.07125,6.19125,6.20563,6,6.4,6.40078
3/17/2000,6.09625,6.21,6.21859,6.05516,6.41125,6.40359
3/20/2000,6.1125,6.22875,6.21938,6.05906,6.42,6.40203
3/21/2000,6.12125,6.24125,6.21969,6.06063,6.43,6.40813
3/22/2000,6.12375,6.24625,6.21953,6.06063,6.4375,6.40609
3/23/2000,6.125,6.2475,6.21078,6.01375,6.435,6.40031
3/24/2000,6.12875,6.255,6.20719,6,6.455,6.40406
3/27/2000,6.13125,6.28,6.21813,5.99,6.5025,6.43063
3/28/2000,6.1325,6.28,6.21953,5.97484,6.52,6.43875
3/29/2000,6.1325,6.28,6.22234,5.995,6.52,6.43906
3/30/2000,6.1325,6.29,6.25,6.0575,6.53,6.46234
3/31/2000,6.1325,6.29,6.25125,6.05016,6.52625,6.46828
4/3/2000,6.13125,6.29,6.2625,6.05688,6.52375,6.47578
4/4/2000,6.1325,6.29,6.27875,6.06344,6.525,6.4875
4/5/2000,6.12875,6.27125,6.31031,6.10016,6.49875,6.5
4/6/2000,6.13,6.27125,6.3125,6.125,6.5025,6.5
4/7/2000,6.13,6.28,6.28016,6.03406,6.51125,6.46844
4/10/2000,6.13,6.28,6.27766,6.04656,6.51,6.45109
4/11/2000,6.13,6.28,6.27875,6.04516,6.5,6.44438
4/12/2000,6.13,6.28375,6.2775,6.04625,6.51125,6.44859
4/13/2000,6.13,6.28125,6.25,5.98875,6.51125,6.44031
4/14/2000,6.13,6.28125,6.2475,5.93813,6.51125,6.43688
4/17/2000,6.13,6.2825,6.24125,5.94281,6.5,6.41875
4/18/2000,6.13,6.2925,6.2625,6.015,6.5125,6.4375
4/19/2000,6.145,6.31,6.27375,6.03531,6.52,6.43969
4/20/2000,6.15,6.31813,6.30875,6.13,6.52438,6.44719
4/21/2000,6.15,6.31813,6.30875,6.13,6.52438,6.44719
4/24/2000,6.15,6.31813,6.30875,6.13,6.52438,6.44719
4/25/2000,6.16375,6.33375,6.34188,6.17281,6.5425,6.4925
4/26/2000,6.1825,6.375,6.37125,6.19094,6.595,6.51
4/27/2000,6.1975,6.39125,6.37188,6.19438,6.6125,6.4975
4/28/2000,6.29125,6.5025,6.365,6.18688,6.73125,6.47984
5/1/2000,6.29125,6.5025,6.365,6.18688,6.73125,6.47984
5/2/2000,6.355,6.56875,6.3575,6.18969,6.78375,6.48125
5/3/2000,6.375,6.6,6.36125,6.18688,6.81375,6.4825
5/4/2000,6.42625,6.6525,6.37313,6.25,6.87,6.49625
5/5/2000,6.44,6.67,6.31219,6.17047,6.88125,6.47219
5/8/2000,6.46125,6.7,6.31031,6.12625,6.91375,6.49125
5/9/2000,6.47875,6.71875,6.31,6.11125,6.93125,6.48375
5/10/2000,6.495,6.72,6.31,6.11375,6.93,6.47859
5/11/2000,6.5225,6.72,6.31313,6.12375,6.92125,6.48234
5/12/2000,6.54,6.73375,6.33547,6.18594,6.935,6.505
5/15/2000,6.57,6.76,6.34641,6.20942,6.97375,6.5225
5/16/2000,6.58375,6.76125,6.34766,6.21328,6.98375,6.525
5/17/2000,6.6075,6.80875,6.33969,6.16078,7.04125,6.51375
5/18/2000,6.60875,6.81875,6.265,6.08031,7.06125,6.43438
5/19/2000,6.61,6.82,6.25,6.07313,7.06,6.4225
5/22/2000,6.61,6.82,6.25,6.09141,7.0425,6.41656
5/23/2000,6.61,6.82,6.255,6.13125,7.0425,6.41828
5/24/2000,6.61,6.82,6.26,6.1175,7.04125,6.41875
5/25/2000,6.61125,6.8275,6.265,6.11,7.0625,6.41531
5/26/2000,6.615,6.82625,6.2575,6.08969,7.0525,6.41719
5/29/2000,6.615,6.82625,6.2575,6.08969,7.0525,6.41719
5/30/2000,6.64125,6.84,6.26125,6.11813,7.0625,6.41703
5/31/2000,6.65375,6.8625,6.27891,6.12438,7.105,6.43
6/1/2000,6.6625,6.86875,6.275,6.11172,7.10875,6.42906
6/2/2000,6.65625,6.85125,6.2575,6.08969,7.07,6.41063
6/5/2000,6.6225,6.7925,6.24625,6.0875,6.98,6.38703
6/6/2000,6.62625,6.79,6.24125,6.06594,6.97,6.37813
6/7/2000,6.63,6.7975,6.24875,6.09797,6.98,6.3775
6/8/2000,6.635,6.8,6.2475,6.11797,6.9825,6.3775
6/9/2000,6.64125,6.81,6.23875,6.08375,6.99,6.38578
6/12/2000,6.64875,6.81,6.245,6.09391,6.9925,6.39
6/13/2000,6.65125,6.81,6.24375,6.08797,6.99,6.39203
6/14/2000,6.65,6.7925,6.2325,6.0875,6.96,6.37313
6/15/2000,6.64875,6.7775,6.20609,6.07906,6.94125,6.32438
6/16/2000,6.65125,6.775,6.19313,6.0625,6.94125,6.31219
6/19/2000,6.6475,6.76188,6.18656,6.05688,6.90875,6.30875
6/20/2000,6.65,6.76125,6.18781,6.06094,6.91125,6.30781
6/21/2000,6.65,6.765,6.19031,6.06688,6.92,6.315
6/22/2000,6.65125,6.7725,6.19219,6.0775,6.9325,6.32406
6/23/2000,6.65125,6.77,6.21719,6.14703,6.93,6.33625
6/26/2000,6.665,6.77438,6.22219,6.11625,6.93125,6.3375
6/27/2000,6.67375,6.775,6.22875,6.115,6.9325,6.33625
6/28/2000,6.68438,6.78,6.22609,6.1175,6.94,6.3375
6/29/2000,6.645,6.77875,6.23875,6.13438,7.0125,6.34
6/30/2000,6.64188,6.76938,6.22484,6.07031,7,6.3375
7/3/2000,6.64,6.77,6.21078,6.06094,7,6.335
7/4/2000,6.63,6.75,6.20734,6.06219,6.96125,6.32625
7/5/2000,6.63,6.745,6.19344,6.05969,6.95375,6.30563
7/6/2000,6.63,6.74,6.18719,6.05688,6.93375,6.28906
7/7/2000,6.63125,6.74375,6.18938,6.06063,6.93625,6.2975
7/10/2000,6.63,6.73,6.18688,6.07156,6.89625,6.30016
7/11/2000,6.63,6.73125,6.18656,6.06938,6.91,6.30625
7/12/2000,6.62875,6.73125,6.18594,6.08625,6.91,6.29031
7/13/2000,6.62625,6.73375,6.18656,6.08625,6.91375,6.29016
7/14/2000,6.6275,6.73,6.18344,6.06219,6.905,6.28266
7/17/2000,6.63,6.74,6.18,6.05375,6.9275,6.28141
7/18/2000,6.63,6.74,6.18219,6.06388,6.94,6.29488
7/19/2000,6.63,6.74,6.18,6.06844,6.94,6.2975
7/20/2000,6.63,6.74,6.1925,6.08922,6.94125,6.30906
7/21/2000,6.62,6.7175,6.19344,6.09672,6.89375,6.32313
7/24/2000,6.62,6.71375,6.19125,6.06969,6.89125,6.32875
7/25/2000,6.62,6.715,6.1925,6.06313,6.89125,6.31469
7/26/2000,6.62,6.7125,6.19,6.07688,6.89125,6.31344
7/27/2000,6.62,6.7125,6.19375,6.0775,6.89,6.31469
7/28/2000,6.62,6.71125,6.2025,6.08156,6.8825,6.32094
7/31/2000,6.62063,6.72188,6.22625,6.08625,6.89375,6.34344
8/1/2000,6.62125,6.72,6.23,6.0825,6.895,6.34719
8/2/2000,6.62,6.72,6.2425,6.10594,6.89,6.36047
8/3/2000,6.62,6.71375,6.25,6.1175,6.88,6.37063
8/4/2000,6.62,6.71,6.21344,6.06188,6.87,6.33
8/7/2000,6.6175,6.69125,6.20734,6.05297,6.84,6.3275
8/8/2000,6.62,6.69,6.20625,6.0525,6.84063,6.32625
8/9/2000,6.62,6.68813,6.2075,6.05375,6.83,6.32063
8/10/2000,6.61875,6.68125,6.20375,6.05078,6.8225,6.30938
8/11/2000,6.61875,6.68,6.20375,6.06,6.82,6.31
8/14/2000,6.62,6.6875,6.21078,6.08453,6.83625,6.31219
8/15/2000,6.62,6.69,6.21094,6.05781,6.835,6.31219
8/16/2000,6.62,6.69,6.21594,6.04891,6.8375,6.32281
8/17/2000,6.62,6.69,6.21703,6.04281,6.84,6.3325
8/18/2000,6.62,6.69,6.21453,6.03984,6.84,6.33375
8/21/2000,6.62,6.69,6.21703,6.05141,6.83188,6.335
8/22/2000,6.62,6.69,6.21719,6.05391,6.83188,6.33375
8/23/2000,6.62,6.69,6.21594,6.05625,6.8325,6.32656
8/24/2000,6.62,6.68,6.20875,6.05625,6.81625,6.32313
8/25/2000,6.62,6.68,6.205,6.04672,6.8125,6.32313
8/28/2000,6.62,6.68,6.205,6.04672,6.8125,6.32313
8/29/2000,6.62,6.68,6.21828,6.07281,6.82,6.33797
8/30/2000,6.6275,6.68,6.23625,6.06688,6.83,6.35922
8/31/2000,6.63,6.68,6.24625,6.06938,6.83,6.36375
9/1/2000,6.62875,6.6725,6.2475,6.06219,6.8,6.36625
9/4/2000,6.62,6.65375,6.24375,6.06344,6.765,6.37
9/5/2000,6.62,6.65313,6.245,6.06469,6.77,6.37438
9/6/2000,6.62,6.65438,6.24875,6.08672,6.77,6.3725
9/7/2000,6.62,6.66,6.24625,6.09094,6.78,6.35719
9/8/2000,6.62063,6.66,6.21719,6.07438,6.78,6.31594
9/11/2000,6.62,6.66,6.21703,6.08625,6.78,6.31313
9/12/2000,6.62063,6.66,6.21578,6.10047,6.78,6.31031
9/13/2000,6.62125,6.66,6.21453,6.09844,6.78,6.30875
9/14/2000,6.6225,6.66,6.21328,6.09594,6.77125,6.30375
9/15/2000,6.6225,6.66,6.20719,6.07063,6.77,6.30375
9/18/2000,6.62375,6.66,6.20359,6.06344,6.76063,6.3025
9/19/2000,6.62125,6.65875,6.18969,6.06063,6.74,6.28281
9/20/2000,6.62063,6.66,6.18719,6.06469,6.75063,6.28656
9/21/2000,6.62188,6.66,6.18563,6.07906,6.76,6.28266
9/22/2000,6.62063,6.66,6.17375,6.06344,6.7425,6.27
9/25/2000,6.62,6.66,6.165,6.06031,6.75,6.27
9/26/2000,6.62,6.66,6.165,6.07438,6.75,6.2675
9/27/2000,6.62063,6.66,6.17844,6.10422,6.75688,6.27
9/28/2000,6.61875,6.815,6.1775,6.10422,6.76,6.27
9/29/2000,6.6175,6.81125,6.1775,6.10172,6.76,6.26688
10/2/2000,6.62,6.80438,6.17813,6.07219,6.75,6.26875
10/3/2000,6.62,6.8025,6.17594,6.07906,6.75,6.26875
10/4/2000,6.62,6.8025,6.18188,6.09016,6.75375,6.26875
10/5/2000,6.62,6.8025,6.18,6.07852,6.75938,6.26875
10/6/2000,6.62,6.8025,6.17656,6.07688,6.76,6.25875
10/9/2000,6.62,6.8,6.17531,6.08922,6.76,6.26188
10/10/2000,6.62,6.80188,6.17781,6.08922,6.76,6.2625
10/11/2000,6.62,6.79875,6.17781,6.06688,6.76,6.265
10/12/2000,6.62,6.79813,6.17969,6.06094,6.75625,6.26438
10/13/2000,6.6175,6.77063,6.16453,6.05313,6.71,6.24875
10/16/2000,6.61938,6.77375,6.165,6.06031,6.72,6.25
10/17/2000,6.62,6.77,6.165,6.05625,6.72,6.25
10/18/2000,6.62,6.76,6.15781,6.055,6.7,6.2375
10/19/2000,6.62,6.76,6.15156,6.03906,6.7,6.22125
10/20/2000,6.62,6.76125,6.15016,6.025,6.7,6.21719
10/23/2000,6.62,6.76,6.1475,6.05016,6.6925,6.21594
10/24/2000,6.62,6.76,6.14625,6.06531,6.69,6.21469
10/25/2000,6.62,6.76,6.1475,6.06313,6.6925,6.21359
10/26/2000,6.62,6.75875,6.145,6.06313,6.7,6.21219
10/27/2000,6.62,6.7575,6.14625,6.05531,6.7,6.21344
10/30/2000,6.62,6.75875,6.145,6.05625,6.72125,6.21219
10/31/2000,6.62,6.76,6.14563,6.0575,6.72,6.21109
11/1/2000,6.62,6.75875,6.14625,6.05625,6.7125,6.205
11/2/2000,6.62,6.75125,6.13,6.05125,6.7,6.18969
11/3/2000,6.62,6.75063,6.12625,6.05328,6.7,6.17844
11/6/2000,6.62,6.75375,6.12063,6.04641,6.72,6.16875
11/7/2000,6.62,6.75813,6.115,6.04406,6.73,6.16203
11/8/2000,6.62,6.75938,6.11375,6.04031,6.74063,6.16156
11/9/2000,6.62,6.76,6.115,6.04141,6.73313,6.16219
11/10/2000,6.62,6.76,6.1125,6.04266,6.72,6.15328
11/13/2000,6.62,6.75938,6.10875,6.03781,6.71,6.14258
11/14/2000,6.61875,6.75813,6.1,6.045,6.71,6.135
11/15/2000,6.61975,6.7575,6.0875,6.03391,6.71,6.11484
11/16/2000,6.61875,6.75875,6.06438,6.02516,6.71,6.08727
11/17/2000,6.6175,6.75063,6.06156,6.03016,6.70125,6.07852
11/20/2000,6.61625,6.75313,6.06063,6.04461,6.7,6.07477
11/21/2000,6.6175,6.75063,6.06469,6.0575,6.7,6.07977
11/22/2000,6.6175,6.75063,6.06063,6.05125,6.7,6.07188
11/23/2000,6.6175,6.75,6.06,6.00375,6.7,6.06789
11/24/2000,6.615,6.74875,6.05875,6,6.7,6.06188
11/27/2000,6.61625,6.74875,6.05875,6,6.7,6.06664
11/28/2000,6.61625,6.74875,6.0525,5.99375,6.7,6.06094
11/29/2000,6.82125,6.73625,6.04563,5.98625,6.68,6.0575
11/30/2000,6.80375,6.715,6.03531,5.98,6.64,6.03875
12/1/2000,6.77875,6.68625,6.03031,5.98875,6.6,6.03031
12/4/2000,6.77625,6.68375,6.01875,5.97484,6.6,6.02
12/5/2000,6.76875,6.6775,6.00875,5.97484,6.58125,6.01375
12/6/2000,6.7475,6.6175,5.98625,5.96844,6.49875,5.97359
12/7/2000,6.7275,6.5775,5.98875,5.97734,6.45125,5.9625
12/8/2000,6.7175,6.57,5.99,5.9925,6.44875,5.965
12/11/2000,6.71375,6.58,5.99125,5.995,6.465,5.96609
12/12/2000,6.71125,6.58,5.99,5.99375,6.465,5.96359
12/13/2000,6.71,6.58,5.98875,5.99125,6.46438,5.96109
12/14/2000,6.69875,6.5475,5.9925,5.99875,6.42,5.96609
12/15/2000,6.695,6.54938,6,5.99875,6.42125,5.97109
12/18/2000,6.68625,6.53625,5.99625,5.98375,6.37875,5.97031
12/19/2000,6.67,6.52,5.99375,5.98,6.35375,5.96969
12/20/2000,6.66375,6.5,5.9575,5.88438,6.32688,5.9175
12/21/2000,6.6475,6.46375,5.85047,5.76625,6.25563,5.84422
12/22/2000,6.64625,6.45,5.86438,5.86125,6.23,5.85172
12/25/2000,6.64625,6.45,5.86438,5.86125,6.23,5.85172
12/26/2000,6.64625,6.45,5.86438,5.86125,6.23,5.85172
12/27/2000,6.6375,6.43813,5.88953,5.92813,6.20625,5.86313
12/28/2000,6.5625,6.40125,5.89828,5.91672,6.20375,5.86625
12/29/2000,6.56125,6.39875,5.89906,5.85344,6.20375,5.865
1/1/2001,6.56125,6.39875,5.89906,5.85344,6.20375,5.865
1/2/2001,6.5475,6.37125,5.90531,5.91828,6.16375,5.84922
1/3/2001,6.5075,6.28625,5.90328,5.93813,6.05375,5.835
1/4/2001,6.05,5.86625,5.84922,5.89375,5.7075,5.75125
1/5/2001,5.93625,5.695,5.82156,5.86859,5.51625,5.72305
1/8/2001,5.88375,5.61625,5.80016,5.85672,5.41938,5.69469
1/9/2001,5.88125,5.62375,5.80531,5.8625,5.43625,5.69594
1/10/2001,5.88625,5.65,5.82406,5.88063,5.46875,5.72625
1/11/2001,5.8825,5.67625,5.8275,5.89375,5.505,5.73125
1/12/2001,5.88063,5.67875,5.88375,5.995,5.5075,5.7725
1/15/2001,5.91063,5.74125,5.87563,5.9925,5.605,5.7675
1/16/2001,5.90125,5.73875,5.87438,6,5.58875,5.76
1/17/2001,5.89875,5.73875,5.87188,5.95984,5.595,5.77016
1/18/2001,5.83625,5.64875,5.86172,5.95,5.4825,5.7575
1/19/2001,5.78875,5.61125,5.86188,5.97359,5.45,5.75
1/22/2001,5.72625,5.58125,5.86219,5.96875,5.43,5.7525
1/23/2001,5.71375,5.5725,5.84672,5.91656,5.42125,5.74125
1/24/2001,5.74125,5.61,5.82781,5.91781,5.46313,5.73234
1/25/2001,5.715,5.5975,5.82906,5.93438,5.45375,5.74
1/26/2001,5.685,5.5675,5.81688,5.92344,5.41125,5.7275
1/29/2001,5.6475,5.5425,5.80781,5.90453,5.37625,5.71484
1/30/2001,5.625,5.525,5.80375,5.90125,5.3625,5.70328
1/31/2001,5.57,5.42125,5.79406,5.89953,5.2625,5.67531
2/1/2001,5.56,5.39,5.78906,5.91359,5.22,5.67203
2/2/2001,5.565,5.3975,5.7925,5.8975,5.23,5.68313
2/5/2001,5.57375,5.41,5.80313,5.91156,5.27,5.67719
2/6/2001,5.5725,5.41,5.8,5.915,5.27,5.67469
2/7/2001,5.57,5.41,5.7975,5.89563,5.27,5.675
2/8/2001,5.57125,5.40875,5.7975,5.87063,5.27,5.67844
2/9/2001,5.57125,5.41,5.78391,5.83375,5.27,5.68188
2/12/2001,5.56875,5.3875,5.77891,5.81906,5.22563,5.67469
2/13/2001,5.56875,5.38875,5.75625,5.79281,5.23,5.64125
2/14/2001,5.57,5.4,5.75625,5.79391,5.26125,5.65281
2/15/2001,5.58,5.4125,5.76875,5.80031,5.3025,5.68094
2/16/2001,5.58,5.41,5.76875,5.8025,5.2975,5.67719
2/19/2001,5.57563,5.38313,5.7575,5.77375,5.235,5.67
2/20/2001,5.57,5.38,5.75875,5.77766,5.235,5.6675
2/21/2001,5.56125,5.37,5.745,5.75125,5.225,5.65656
2/22/2001,5.53,5.345,5.72484,5.71734,5.18375,5.64578
2/23/2001,5.4775,5.3,5.71734,5.71484,5.15,5.64
2/26/2001,5.38125,5.19375,5.6975,5.7,5.04,5.61469
2/27/2001,5.28125,5.10375,5.69063,5.71703,4.95625,5.60094
2/28/2001,5.2075,5.0525,5.64688,5.72219,4.9075,5.55422
3/1/2001,5.2925,5.08875,5.65203,5.73359,4.95125,5.55031
3/2/2001,5.29,5.0825,5.64828,5.69188,4.96875,5.55531
3/5/2001,5.275,5.08,5.63938,5.69,4.96,5.55906
3/6/2001,5.27125,5.09,5.63563,5.67719,4.97,5.565
3/7/2001,5.25875,5.07375,5.63625,5.66656,4.94375,5.56344
3/8/2001,5.23375,5.06,5.62938,5.65078,4.93,5.56094
3/9/2001,5.1875,5.04,5.61938,5.62313,4.91,5.55266
3/12/2001,5.1925,5.0575,5.615,5.61422,4.93375,5.54641
3/13/2001,5.16375,5.03375,5.59172,5.58406,4.89125,5.52
3/14/2001,5.15,5.02,5.55797,5.56141,4.88625,5.4925
3/15/2001,5.05625,4.9425,5.49625,5.53891,4.785,5.42844
3/16/2001,5.0075,4.9,5.4875,5.58453,4.72375,5.40078
3/19/2001,4.98,4.88,5.48625,5.61438,4.71125,5.40203
3/20/2001,4.98,4.88625,5.49875,5.69281,4.73,5.39828
3/21/2001,5.05625,4.87,5.50125,5.67234,4.675,5.37188
3/22/2001,5.05,4.85625,5.49375,5.65781,4.64125,5.35469
3/23/2001,5.05625,4.86,5.47219,5.625,4.66125,5.31938
3/26/2001,5.0575,4.86875,5.46969,5.62,4.68625,5.31531
3/27/2001,5.055,4.86,5.47188,5.635,4.66125,5.31563
3/28/2001,5.08375,4.9025,5.49875,5.63313,4.74875,5.34375
3/29/2001,5.07875,4.87625,5.5,5.65078,4.71,5.34922
3/30/2001,5.08,4.87875,5.52641,5.68844,4.71,5.36625
4/2/2001,5.05625,4.84,5.5,5.6625,4.6425,5.32984
4/3/2001,5.06125,4.84625,5.5,5.64578,4.66313,5.32875
4/4/2001,5.0525,4.81,5.47359,5.59313,4.5975,5.31313
4/5/2001,5.0525,4.80375,5.46234,5.55141,4.59,5.31188
4/6/2001,5.05125,4.80625,5.44156,5.48469,4.60125,5.31188
4/9/2001,5.02,4.74125,5.43281,5.49125,4.52,5.29375
4/10/2001,5.02,4.74,5.41656,5.46234,4.53,5.28906
4/11/2001,5.0225,4.76,5.37359,5.32578,4.58938,5.29641
4/12/2001,5.03875,4.77875,5.40031,5.30813,4.64625,5.34969
4/13/2001,5.03875,4.77875,5.40031,5.30813,4.64625,5.34969
4/16/2001,5.03875,4.77875,5.40031,5.30813,4.64625,5.34969
4/17/2001,5.04875,4.80875,5.44563,5.43688,4.68375,5.36672
4/18/2001,5.05,4.8275,5.44438,5.41656,4.74,5.37313
4/19/2001,4.52125,4.41,5.35094,5.35703,4.325,5.30422
4/20/2001,4.52625,4.4175,5.35266,5.3775,4.34125,5.3
4/23/2001,4.50625,4.38375,5.35422,5.38875,4.28,5.28922
4/24/2001,4.47125,4.36,5.36375,5.41531,4.25375,5.28797
4/25/2001,4.46,4.34,5.35875,5.415,4.24,5.27797
4/26/2001,4.46125,4.34,5.34547,5.39953,4.25875,5.25
4/27/2001,4.43375,4.31375,5.33672,5.40031,4.23,5.24125
4/30/2001,4.4325,4.33625,5.34047,5.42172,4.3025,5.245
5/1/2001,4.4325,4.34,5.34688,5.42766,4.29875,5.2525
5/2/2001,4.42,4.3075,5.32938,5.405,4.25,5.24875
5/3/2001,4.3825,4.29875,5.32781,5.41156,4.25,5.25
5/4/2001,4.35,4.27,5.31313,5.41031,4.22,5.23875
5/7/2001,4.35,4.27,5.31313,5.41031,4.22,5.23875
5/8/2001,4.1775,4.09875,5.24875,5.33797,4.06,5.18031
5/9/2001,4.1675,4.085,5.23875,5.31094,4.04,5.16672
5/10/2001,4.12625,4.06,5.20609,5.27391,4.03,5.15375
5/11/2001,4.1225,4.07,5.21953,5.2775,4.06,5.17125
5/14/2001,4.15125,4.12125,5.2325,5.29031,4.14,5.21328
5/15/2001,4.135,4.10313,5.23625,5.29656,4.1,5.21953
5/16/2001,4.08125,4.03,5.22836,5.2575,4,5.21203
5/17/2001,4.08375,4.04,5.20984,5.18938,4.02313,5.20984
5/18/2001,4.09,4.055,5.21578,5.2025,4.05,5.22594
5/21/2001,4.09,4.07625,5.22375,5.20375,4.08588,5.255
5/22/2001,4.09,4.075,5.21719,5.18438,4.08375,5.2475
5/23/2001,4.08875,4.07,5.21344,5.1775,4.06875,5.2375
5/24/2001,4.08,4.05625,5.20875,5.17875,4.0425,5.23125
5/25/2001,4.06375,4.03,5.22094,5.19063,4.01125,5.23875
5/28/2001,4.06375,4.03,5.22094,5.19063,4.01125,5.23875
5/29/2001,4.05625,4,5.2425,5.25125,3.99,5.25
5/30/2001,4.06,4,5.25,5.2525,3.99,5.25
5/31/2001,4.0575,3.99,5.25375,5.30563,3.98,5.25125
6/1/2001,4.03625,3.9425,5.2425,5.2425,3.93,5.25
6/4/2001,4.03125,3.94,5.235,5.23875,3.93,5.24
6/5/2001,4.03125,3.94,5.24125,5.23375,3.94,5.25125
6/6/2001,4.02,3.9275,5.24125,5.22594,3.92,5.2525
6/7/2001,4.01125,3.91813,5.24625,5.22469,3.9125,5.26063
6/8/2001,4.01,3.91563,5.245,5.22844,3.91,5.27578
6/11/2001,4,3.91,5.24375,5.22797,3.90875,5.27781
6/12/2001,3.99,3.89875,5.29391,5.25375,3.8825,5.3675
6/13/2001,3.98,3.89,5.31531,5.28891,3.88,5.41969
6/14/2001,3.97,3.8775,5.29375,5.2475,3.85875,5.41031
6/15/2001,3.95,3.85125,5.26625,5.185,3.84,5.37813
6/18/2001,3.88125,3.78688,5.245,5.1525,3.76125,5.35219
6/19/2001,3.85,3.7575,5.2475,5.15156,3.74875,5.35469
6/20/2001,3.83375,3.75,5.25125,5.16625,3.74,5.35625
6/21/2001,3.805,3.73875,5.2575,5.15656,3.73,5.3675
6/22/2001,3.79,3.73,5.25375,5.15203,3.73,5.35875
6/25/2001,3.76,3.705,5.25375,5.16828,3.68,5.34641
6/26/2001,3.75,3.7,5.25125,5.18281,3.68,5.34297
6/27/2001,3.75125,3.71,5.25375,5.19625,3.71,5.34422
6/28/2001,3.835,3.79,5.2575,5.20719,3.83,5.35016
6/29/2001,3.8625,3.83625,5.29391,5.22453,3.90875,5.43125
7/2/2001,3.86,3.83,5.28547,5.22359,3.9,5.39781
7/3/2001,3.85,3.82,5.28797,5.28547,3.88,5.40406
7/4/2001,3.85,3.8275,5.29156,5.28172,3.89938,5.40484
7/5/2001,3.85,3.82,5.27938,5.24875,3.89,5.40109
7/6/2001,3.84813,3.81,5.27375,5.245,3.87625,5.35547
7/9/2001,3.83125,3.79,5.26875,5.25,3.8375,5.34047
7/10/2001,3.83,3.79,5.26875,5.25,3.83688,5.33375
