Dates,US0001M Index,US0003M Index,BP0003M Index,BP0001M Index,US0006M Index,BP0006M Index
11/29/2005,4.29063,4.41,4.61438,4.58688,4.58,4.61438
11/30/2005,4.29375,4.42,4.6175,4.595,4.60063,4.62313
12/1/2005,4.31125,4.44,4.61938,4.585,4.62938,4.62938
12/2/2005,4.32,4.44688,4.62,4.59188,4.645,4.62188
12/5/2005,4.33125,4.45,4.62125,4.605,4.64938,4.6325
12/6/2005,4.33938,4.45688,4.6275,4.61125,4.65125,4.64063
12/7/2005,4.34,4.46,4.63188,4.61344,4.63688,4.64813
12/8/2005,4.36,4.48,4.63438,4.61656,4.64938,4.65
12/9/2005,4.36188,4.48,4.63563,4.60938,4.64,4.655
12/12/2005,4.3675,4.48875,4.64125,4.60688,4.655,4.67625
12/13/2005,4.36938,4.49125,4.64313,4.61625,4.67,4.67125
12/14/2005,4.37,4.49125,4.64688,4.63375,4.6625,4.66125
12/15/2005,4.37,4.49688,4.64875,4.63688,4.66,4.66938
12/16/2005,4.37,4.5,4.65375,4.655,4.66688,4.67375
12/19/2005,4.37,4.5,4.65063,4.64688,4.66313,4.65375
12/20/2005,4.37,4.50125,4.64563,4.6475,4.67125,4.62375
12/21/2005,4.37,4.50375,4.64,4.64875,4.68375,4.59938
12/22/2005,4.37875,4.51938,4.63938,4.65313,4.71,4.6
12/23/2005,4.38,4.52063,4.6375,4.65063,4.7,4.58875
12/26/2005,4.38,4.52063,4.6375,4.65063,4.7,4.58875
12/27/2005,4.38,4.52063,4.6375,4.65063,4.7,4.58875
12/28/2005,4.38875,4.52688,4.63406,4.65625,4.69,4.58125
12/29/2005,4.385,4.53,4.63563,4.66,4.69,4.585
12/30/2005,4.39,4.53625,4.63938,4.6625,4.7,4.58813
1/2/2006,4.39,4.53625,4.63938,4.6625,4.7,4.58813
1/3/2006,4.3975,4.54438,4.62875,4.6475,4.71,4.59375
1/4/2006,4.4,4.54063,4.62125,4.64063,4.68,4.58625
1/5/2006,4.41875,4.55,4.61438,4.63,4.68,4.58938
1/6/2006,4.42,4.55,4.61125,4.61375,4.68,4.58625
1/9/2006,4.43688,4.56,4.61,4.605,4.7,4.6025
1/10/2006,4.44,4.5685,4.61313,4.60563,4.7,4.61938
1/11/2006,4.44163,4.58,4.61094,4.60438,4.72,4.61063
1/12/2006,4.47,4.6,4.61,4.605,4.73875,4.61
1/13/2006,4.47,4.6,4.61,4.59813,4.73438,4.61
1/16/2006,4.48,4.6,4.60063,4.595,4.72125,4.59063
1/17/2006,4.48313,4.60225,4.59625,4.58438,4.72,4.58625
1/18/2006,4.49,4.601,4.59,4.57875,4.72,4.57938
1/19/2006,4.51,4.61375,4.58625,4.57813,4.73,4.585
1/20/2006,4.51938,4.62,4.58813,4.57938,4.74,4.59
1/23/2006,4.53,4.62288,4.58938,4.57938,4.73,4.59375
1/24/2006,4.53375,4.63,4.59,4.58,4.74,4.59
1/25/2006,4.54,4.63975,4.59,4.58125,4.75,4.60313
1/26/2006,4.56,4.66,4.59375,4.58,4.77813,4.61031
1/27/2006,4.56813,4.6675,4.595,4.5825,4.79063,4.61063
1/30/2006,4.57,4.68,4.59438,4.59,4.81125,4.61063
1/31/2006,4.57,4.68,4.59813,4.59375,4.81,4.61563
2/1/2006,4.57063,4.69,4.5975,4.585,4.8225,4.6175
2/2/2006,4.57038,4.71,4.59688,4.58188,4.86,4.6225
2/3/2006,4.57,4.71,4.59781,4.58188,4.86,4.61656
2/6/2006,4.57,4.715,4.59531,4.58688,4.87,4.61313
2/7/2006,4.57,4.72,4.59313,4.58188,4.89,4.60313
2/8/2006,4.57,4.72,4.59125,4.58063,4.88875,4.59875
2/9/2006,4.57,4.74,4.58938,4.57938,4.91,4.59875
2/10/2006,4.57,4.74063,4.58688,4.57375,4.91938,4.595
2/13/2006,4.57,4.74875,4.58688,4.5725,4.93063,4.59375
2/14/2006,4.57,4.75,4.57875,4.5725,4.93,4.56375
2/15/2006,4.57,4.75,4.57438,4.57,4.93,4.565
2/16/2006,4.57,4.77,4.5725,4.57,4.94,4.57
2/17/2006,4.57,4.77,4.57,4.57,4.94,4.56188
2/20/2006,4.57,4.77031,4.56913,4.565,4.94,4.56313
2/21/2006,4.57,4.77375,4.56625,4.56375,4.94,4.5675
2/22/2006,4.57125,4.78,4.57188,4.56875,4.96,4.5875
2/23/2006,4.58063,4.8,4.5725,4.57,4.96375,4.5875
2/24/2006,4.605,4.81,4.57438,4.56875,4.98,4.5925
2/27/2006,4.63,4.82,4.57625,4.57,4.99,4.59688
2/28/2006,4.63313,4.8225,4.57875,4.57125,4.99,4.59875
3/1/2006,4.64,4.83,4.57969,4.575,4.97625,4.59875
3/2/2006,4.66063,4.84,4.58,4.57875,4.99,4.6
3/3/2006,4.67,4.85,4.58094,4.58,5,4.6075
3/6/2006,4.69,4.86,4.58,4.57438,5.01,4.60875
3/7/2006,4.69125,4.87,4.58125,4.57625,5.03063,4.61813
3/8/2006,4.69813,4.88,4.58,4.57375,5.03,4.60938
3/9/2006,4.72,4.89,4.58,4.57188,5.04,4.61
3/10/2006,4.74,4.9,4.58,4.57375,5.04875,4.61156
3/13/2006,4.74875,4.91,4.58375,4.57688,5.07,4.62938
3/14/2006,4.75094,4.91688,4.58438,4.58,5.07125,4.6275
3/15/2006,4.7525,4.92,4.58219,4.58,5.04125,4.61813
3/16/2006,4.77625,4.93,4.58563,4.585,5.05625,4.62188
3/17/2006,4.78,4.93,4.58813,4.58625,5.03,4.61625
3/20/2006,4.79375,4.93538,4.5875,4.57938,5.03188,4.62406
3/21/2006,4.8,4.94,4.58875,4.575,5.05,4.62875
3/22/2006,4.80938,4.95031,4.58938,4.57375,5.06938,4.63
3/23/2006,4.81813,4.96,4.59031,4.5775,5.07938,4.63
3/24/2006,4.82063,4.96475,4.59125,4.57125,5.08813,4.64
3/27/2006,4.82188,4.96,4.59,4.57156,5.06188,4.635
3/28/2006,4.8225,4.96,4.59375,4.57188,5.06813,4.6375
3/29/2006,4.82875,4.97938,4.59672,4.5725,5.11,4.65375
3/30/2006,4.82563,4.99,4.605,4.57656,5.12,4.65688
3/31/2006,4.82938,5,4.61188,4.59188,5.14,4.66156
4/3/2006,4.83,5,4.61375,4.58688,5.14313,4.66
4/4/2006,4.8375,5.01,4.61625,4.5875,5.16,4.66
4/5/2006,4.84,5.01375,4.61656,4.58938,5.16,4.6475
4/6/2006,4.84875,5.0225,4.61375,4.585,5.16,4.6475
4/7/2006,4.85188,5.02813,4.6125,4.57969,5.16875,4.65
4/10/2006,4.86,5.04469,4.61594,4.58625,5.20813,4.65938
4/11/2006,4.88,5.05,4.61813,4.58313,5.20438,4.65938
4/12/2006,4.90125,5.06825,4.62125,4.57938,5.20875,4.66125
4/13/2006,4.91,5.07688,4.62313,4.57938,5.22125,4.67
4/14/2006,4.91,5.07688,4.62313,4.57938,5.22125,4.67
4/17/2006,4.91,5.07688,4.62313,4.57938,5.22125,4.67
4/18/2006,4.9225,5.08,4.62688,4.57813,5.22,4.67875
4/19/2006,4.92938,5.07469,4.62875,4.57656,5.18563,4.67688
4/20/2006,4.95,5.09,4.63,4.57563,5.205,4.67
4/21/2006,4.95938,5.1,4.63063,4.57875,5.22,4.66938
4/24/2006,4.97,5.1075,4.64188,4.6,5.23,4.68125
4/25/2006,4.98938,5.11,4.65188,4.6175,5.22313,4.69563
4/26/2006,5,5.12563,4.655,4.61938,5.2575,4.7075
4/27/2006,5.0225,5.14875,4.66438,4.62375,5.28938,4.72563
4/28/2006,5.04,5.13,4.665,4.62531,5.22,4.72
5/1/2006,5.04,5.13,4.665,4.62531,5.22,4.72
5/2/2006,5.05188,5.14563,4.675,4.63188,5.25188,4.73625
5/3/2006,5.05875,5.15,4.68563,4.6475,5.25188,4.74938
5/4/2006,5.06913,5.16,4.69438,4.65,5.2725,4.7775
5/5/2006,5.07563,5.16625,4.70063,4.6575,5.28125,4.79
5/8/2006,5.08,5.16,4.70438,4.66188,5.26313,4.79188
5/9/2006,5.08,5.16188,4.70875,4.66438,5.27188,4.80063
5/10/2006,5.08,5.16438,4.70313,4.65875,5.27,4.77875
5/11/2006,5.08063,5.17,4.7,4.65413,5.28,4.7975
5/12/2006,5.08063,5.17,4.70375,4.65188,5.27875,4.81
5/15/2006,5.08063,5.17063,4.71063,4.655,5.27375,4.81688
5/16/2006,5.08063,5.1725,4.7125,4.65625,5.27813,4.82
5/17/2006,5.08,5.17381,4.71063,4.65625,5.27,4.82
5/18/2006,5.08063,5.18938,4.71,4.65125,5.29688,4.8175
5/19/2006,5.08,5.19375,4.70875,4.64875,5.3,4.81
5/22/2006,5.08063,5.2075,4.70563,4.64563,5.30875,4.79875
5/23/2006,5.08125,5.21,4.70563,4.6475,5.3175,4.79813
5/24/2006,5.08125,5.21438,4.70563,4.64656,5.31,4.79688
5/25/2006,5.09063,5.22,4.705,4.64938,5.31688,4.79125
5/26/2006,5.0925,5.22688,4.70188,4.65,5.32,4.78625
5/29/2006,5.0925,5.22688,4.70188,4.65,5.32,4.78625
5/30/2006,5.10906,5.23063,4.705,4.655,5.32031,4.78625
5/31/2006,5.11063,5.23813,4.71063,4.65688,5.33,4.78375
6/1/2006,5.12938,5.27063,4.7175,4.66,5.38813,4.80375
6/2/2006,5.1375,5.27,4.71563,4.66,5.38,4.80188
6/5/2006,5.13,5.23625,4.71844,4.66031,5.3175,4.79281
6/6/2006,5.14475,5.27,4.72188,4.66219,5.36875,4.80219
6/7/2006,5.15,5.2825,4.72406,4.66,5.38,4.80313
6/8/2006,5.17,5.3,4.72375,4.66375,5.39063,4.79688
6/9/2006,5.17625,5.31,4.72063,4.66438,5.405,4.78625
6/12/2006,5.18375,5.31938,4.72,4.66563,5.41813,4.78469
6/13/2006,5.19875,5.32938,4.7225,4.66875,5.42,4.79063
6/14/2006,5.20813,5.34063,4.72438,4.6725,5.43563,4.79406
6/15/2006,5.25188,5.39563,4.73406,4.67625,5.51625,4.81531
6/16/2006,5.26688,5.41375,4.73938,4.67688,5.53,4.82313
6/19/2006,5.27938,5.42438,4.74125,4.68125,5.55,4.83375
6/20/2006,5.29438,5.43688,4.74719,4.68031,5.55313,4.84625
6/21/2006,5.30219,5.44875,4.75088,4.68125,5.56688,4.84125
6/22/2006,5.3225,5.46,4.74688,4.68125,5.57188,4.82938
6/23/2006,5.335,5.48,4.74688,4.68,5.60438,4.8275
6/26/2006,5.34063,5.49,4.74688,4.68281,5.61938,4.83375
6/27/2006,5.35,5.5,4.75,4.68063,5.62625,4.8375
6/28/2006,5.35,5.49875,4.75,4.68125,5.6175,4.83813
6/29/2006,5.34625,5.50813,4.75375,4.68438,5.64,4.83
6/30/2006,5.33438,5.48063,4.75375,4.6835,5.58938,4.81688
7/3/2006,5.33375,5.48,4.7525,4.68063,5.58,4.8125
7/4/2006,5.33438,5.48563,4.74813,4.67938,5.59,4.81563
7/5/2006,5.33688,5.48875,4.74063,4.6575,5.59188,4.805
7/6/2006,5.345,5.50719,4.73313,4.65563,5.62938,4.80625
7/7/2006,5.34938,5.51,4.72875,4.64938,5.63,4.80063
7/10/2006,5.35563,5.5,4.72,4.64875,5.61,4.795
7/11/2006,5.35688,5.5,4.71875,4.645,5.61,4.79188
7/12/2006,5.35875,5.50031,4.71438,4.64063,5.60813,4.78938
7/13/2006,5.36875,5.50688,4.70438,4.63625,5.60938,4.78438
7/14/2006,5.36875,5.49813,4.69563,4.63188,5.58,4.76938
7/17/2006,5.37,5.49,4.69031,4.63,5.56,4.7625
7/18/2006,5.37813,5.5,4.7125,4.63938,5.5825,4.81313
7/19/2006,5.38913,5.52,4.73813,4.65188,5.61038,4.84563
7/20/2006,5.4,5.51063,4.73688,4.65,5.59438,4.84813
7/21/2006,5.385,5.485,4.73438,4.645,5.55,4.84313
7/24/2006,5.39375,5.49,4.74,4.64938,5.55813,4.85563
7/25/2006,5.39813,5.49,4.74031,4.65563,5.56,4.84594
7/26/2006,5.4,5.5,4.75,4.66313,5.57188,4.85625
7/27/2006,5.4,5.485,4.75844,4.6725,5.54313,4.85719
7/28/2006,5.40188,5.48875,4.76344,4.6775,5.54813,4.85904
7/31/2006,5.39063,5.46563,4.77688,4.68688,5.51,4.86875
8/1/2006,5.39,5.4675,4.7875,4.70188,5.51313,4.8775
8/2/2006,5.39563,5.47188,4.78813,4.6975,5.5175,4.88
8/3/2006,5.40625,5.48,4.79,4.695,5.5275,4.88125
8/4/2006,5.42,5.49938,4.95375,4.88813,5.55188,5.0675
8/7/2006,5.36813,5.44,4.95875,4.8925,5.49,5.06438
8/8/2006,5.37,5.44594,4.96,4.89438,5.5,5.07125
8/9/2006,5.33,5.40375,4.9625,4.89125,5.46,5.06375
8/10/2006,5.33,5.40188,4.9625,4.895,5.45875,5.06438
8/11/2006,5.33,5.405,4.96563,4.89588,5.4725,5.07375
8/14/2006,5.33,5.41625,4.96688,4.89813,5.5,5.085
8/15/2006,5.33,5.42625,4.97,4.90288,5.515,5.08375
8/16/2006,5.33,5.41,4.97031,4.90313,5.48813,5.08
8/17/2006,5.325,5.3925,4.97,4.89875,5.45,5.06813
8/18/2006,5.32563,5.39938,4.9675,4.89938,5.46563,5.0675
8/21/2006,5.32438,5.39813,4.96688,4.8975,5.4575,5.06625
8/22/2006,5.32563,5.4,4.96625,4.8975,5.46125,5.06813
8/23/2006,5.32438,5.4,4.96875,4.89625,5.46,5.06938
8/24/2006,5.32813,5.4,4.96938,4.89938,5.46,5.07
8/25/2006,5.33,5.4,4.97188,4.90563,5.45375,5.07688
8/28/2006,5.33,5.4,4.97188,4.90563,5.45375,5.07688
8/29/2006,5.33,5.4,4.97063,4.90875,5.46063,5.0825
8/30/2006,5.33,5.4,4.97625,4.9175,5.44938,5.08563
8/31/2006,5.33,5.3975,4.9825,4.92125,5.43125,5.09375
9/1/2006,5.33,5.39063,4.98188,4.91063,5.42,5.09
9/4/2006,5.33,5.39,4.98125,4.90594,5.41875,5.09
9/5/2006,5.33,5.39,4.98188,4.90125,5.41938,5.0925
9/6/2006,5.33,5.39,4.98188,4.89688,5.42,5.09
9/7/2006,5.33,5.39,4.98563,4.89563,5.42063,5.0975
9/8/2006,5.33,5.39,4.98625,4.89688,5.42,5.0925
9/11/2006,5.33,5.39,4.98625,4.89875,5.42,5.09625
9/12/2006,5.33,5.39,4.99125,4.90125,5.43,5.12
9/13/2006,5.33,5.39,4.99875,4.90438,5.425,5.12375
9/14/2006,5.33,5.39,5.02563,4.91,5.42313,5.14375
9/15/2006,5.33,5.39,5.035,4.91125,5.43813,5.15938
9/18/2006,5.33,5.39,5.0425,4.91,5.43938,5.17625
9/19/2006,5.33,5.39,5.045,4.9125,5.44,5.18
9/20/2006,5.33,5.38688,5.04813,4.91,5.41844,5.18
9/21/2006,5.33,5.38875,5.05063,4.91125,5.42,5.19125
9/22/2006,5.32625,5.37063,5.05125,4.91063,5.3775,5.18125
9/25/2006,5.326,5.36781,5.06375,4.9575,5.37,5.19125
9/26/2006,5.32375,5.36375,5.06813,4.9625,5.36,5.19313
9/27/2006,5.32438,5.36688,5.07438,4.96563,5.37188,5.1975
9/28/2006,5.3225,5.37163,5.07188,4.96188,5.37,5.18125
9/29/2006,5.32188,5.37,5.074,4.95813,5.37,5.18
10/2/2006,5.3225,5.37,5.08188,4.94563,5.37688,5.19875
10/3/2006,5.32125,5.37,5.0925,4.95875,5.3625,5.21075
10/4/2006,5.32,5.37,5.105,4.96188,5.37,5.22375
10/5/2006,5.32,5.36813,5.11438,4.95813,5.3575,5.2275
10/6/2006,5.32,5.37,5.09625,4.89375,5.36875,5.20563
10/9/2006,5.32,5.37,5.10188,4.89588,5.37938,5.21625
10/10/2006,5.32,5.37188,5.105,4.89313,5.38875,5.22375
10/11/2006,5.32,5.37344,5.11125,4.9,5.39,5.22438
10/12/2006,5.32,5.37375,5.11563,4.90563,5.4,5.2325
10/13/2006,5.32,5.37375,5.1175,4.9275,5.4,5.23375
10/16/2006,5.32,5.37438,5.12063,4.935,5.40688,5.235
10/17/2006,5.32,5.37438,5.12,4.93813,5.4025,5.23688
10/18/2006,5.32,5.37375,5.12688,4.94875,5.40688,5.23938
10/19/2006,5.32,5.37375,5.13063,4.95125,5.40063,5.23813
10/20/2006,5.32,5.37563,5.14,4.96,5.40875,5.24688
10/23/2006,5.32,5.37688,5.15,4.975,5.41688,5.26188
10/24/2006,5.32,5.38,5.16063,4.99625,5.42625,5.2725
10/25/2006,5.32,5.38,5.17188,5.02125,5.43,5.28
10/26/2006,5.32,5.37625,5.17688,5.0275,5.41625,5.28
10/27/2006,5.32,5.37563,5.18063,5.03563,5.4,5.28125
10/30/2006,5.32,5.37125,5.18688,5.04875,5.38938,5.28813
10/31/2006,5.32,5.37063,5.1925,5.06,5.3875,5.295
11/1/2006,5.32,5.37,5.19656,5.07,5.37063,5.29
11/2/2006,5.32,5.36813,5.19875,5.085,5.35375,5.29
11/3/2006,5.32,5.37,5.20125,5.0875,5.35938,5.29688
11/6/2006,5.32,5.37531,5.21625,5.09938,5.40063,5.31
11/7/2006,5.32,5.37535,5.22,5.11125,5.39813,5.31688
11/8/2006,5.32,5.37442,5.22438,5.12,5.38063,5.32
11/9/2006,5.32,5.37625,5.22875,5.12938,5.38625,5.32938
11/10/2006,5.32,5.37438,5.23063,5.14125,5.38,5.32063
11/13/2006,5.32,5.37375,5.2325,5.145,5.37688,5.32125
11/14/2006,5.32,5.375,5.2325,5.14625,5.3875,5.31813
11/15/2006,5.32,5.37313,5.2275,5.14375,5.37813,5.30125
11/16/2006,5.32,5.375,5.22625,5.1375,5.39,5.31
11/17/2006,5.32,5.375,5.22813,5.13688,5.39,5.31063
11/20/2006,5.32,5.37063,5.225,5.13625,5.37,5.30688
11/21/2006,5.32,5.37,5.22563,5.13313,5.37,5.31
11/22/2006,5.32,5.37,5.22563,5.13438,5.37,5.31
11/23/2006,5.32,5.37,5.23,5.13438,5.36875,5.31
11/24/2006,5.32,5.37,5.23,5.13913,5.36375,5.30875
11/27/2006,5.32,5.37,5.23313,5.13938,5.36125,5.31
11/28/2006,5.32,5.37,5.23625,5.14,5.35438,5.31
11/29/2006,5.34938,5.36938,5.24063,5.14563,5.34813,5.3175
11/30/2006,5.35,5.37,5.25,5.15063,5.34688,5.33
12/1/2006,5.35,5.36563,5.26125,5.205,5.32875,5.32625
12/4/2006,5.35,5.3525,5.26438,5.2075,5.29313,5.31625
12/5/2006,5.35,5.35,5.26813,5.20875,5.29313,5.31313
12/6/2006,5.35,5.35,5.26688,5.21125,5.3,5.31875
12/7/2006,5.35,5.35313,5.26938,5.21563,5.315,5.32
12/8/2006,5.35,5.35563,5.27063,5.225,5.32375,5.33625
12/11/2006,5.35,5.36,5.27375,5.23813,5.35875,5.3475
12/12/2006,5.35,5.36,5.27875,5.24063,5.36,5.36
12/13/2006,5.35,5.36,5.28375,5.24938,5.35438,5.37
12/14/2006,5.35,5.36063,5.29188,5.2525,5.37188,5.39
12/15/2006,5.35,5.365,5.29563,5.25469,5.38,5.395
12/18/2006,5.35,5.365,5.3025,5.26156,5.37,5.40313
12/19/2006,5.35,5.365,5.305,5.26125,5.37,5.40688
12/20/2006,5.35,5.365,5.30625,5.26125,5.37063,5.41
12/21/2006,5.35,5.36563,5.3075,5.25625,5.37,5.41438
12/22/2006,5.35,5.3625,5.30813,5.2475,5.36,5.41625
12/25/2006,5.35,5.3625,5.30813,5.2475,5.36,5.41625
12/26/2006,5.35,5.3625,5.30813,5.2475,5.36,5.41625
12/27/2006,5.35,5.36375,5.315,5.24563,5.36063,5.41938
12/28/2006,5.32563,5.36,5.32,5.25313,5.36688,5.42938
12/29/2006,5.32188,5.36,5.32,5.25625,5.37,5.43
1/1/2007,5.32188,5.36,5.32,5.25625,5.37,5.43
1/2/2007,5.32063,5.36,5.32438,5.19063,5.37,5.43
1/3/2007,5.32,5.36,5.32688,5.18688,5.36688,5.43
1/4/2007,5.32,5.36,5.33,5.18375,5.36,5.43375
1/5/2007,5.32,5.36,5.33063,5.18063,5.34938,5.44
1/8/2007,5.32,5.36,5.3425,5.18375,5.37,5.45
1/9/2007,5.32,5.36,5.3525,5.1875,5.37563,5.46438
1/10/2007,5.32,5.36,5.35875,5.1975,5.37188,5.47
1/11/2007,5.32,5.36,5.36563,5.20213,5.37688,5.48
1/12/2007,5.32,5.36,5.53313,5.4025,5.38313,5.67813
1/15/2007,5.32,5.36025,5.54313,5.40938,5.385,5.68
1/16/2007,5.32,5.36,5.55313,5.41375,5.38688,5.68
1/17/2007,5.32,5.36,5.55813,5.41625,5.38688,5.69063
1/18/2007,5.32,5.36,5.59063,5.42963,5.39063,5.73125
1/19/2007,5.32,5.36,5.59938,5.4325,5.39,5.73313
1/22/2007,5.32,5.36,5.60813,5.44875,5.39438,5.7475
1/23/2007,5.32,5.36,5.62,5.45875,5.39063,5.75875
1/24/2007,5.32,5.36,5.58313,5.43125,5.39875,5.71438
1/25/2007,5.32,5.36,5.5825,5.43188,5.39875,5.71688
1/26/2007,5.32,5.36,5.59,5.435,5.4,5.7275
1/29/2007,5.32,5.36,5.59125,5.4325,5.4,5.7275
1/30/2007,5.32,5.36,5.58938,5.43313,5.40063,5.71688
1/31/2007,5.32,5.36,5.59,5.435,5.4,5.71188
2/1/2007,5.32,5.36,5.59563,5.43188,5.4,5.71313
2/2/2007,5.32,5.36,5.6,5.4375,5.40125,5.73875
2/5/2007,5.32,5.36,5.6075,5.44125,5.4,5.74188
2/6/2007,5.32,5.36,5.61875,5.45563,5.4,5.7575
2/7/2007,5.32,5.36,5.62125,5.46,5.4,5.75625
2/8/2007,5.32,5.36,5.62563,5.46313,5.39813,5.75875
2/9/2007,5.32,5.36,5.58,5.40063,5.3975,5.70063
2/12/2007,5.32,5.36,5.58375,5.41625,5.4,5.71
2/13/2007,5.32,5.36,5.55875,5.40688,5.4,5.66813
2/14/2007,5.32,5.36,5.54588,5.40563,5.4,5.66063
2/15/2007,5.32,5.36,5.53563,5.40375,5.39,5.6325
2/16/2007,5.32,5.36,5.53125,5.40688,5.385,5.63
2/19/2007,5.32,5.36,5.53688,5.4075,5.38813,5.64875
2/20/2007,5.32,5.36,5.54438,5.41438,5.3875,5.66063
2/21/2007,5.32,5.36,5.54,5.41563,5.38,5.65125
2/22/2007,5.32,5.36,5.53875,5.41688,5.38813,5.65
2/23/2007,5.32,5.36,5.54,5.42313,5.39,5.66
2/26/2007,5.32,5.36,5.54,5.43,5.37875,5.65438
2/27/2007,5.32,5.36,5.54,5.4275,5.37188,5.645
2/28/2007,5.32,5.34813,5.53,5.425,5.33,5.62875
3/1/2007,5.32,5.3475,5.5325,5.42875,5.32813,5.64375
3/2/2007,5.32,5.34625,5.5325,5.4275,5.31938,5.6375
3/5/2007,5.31913,5.33,5.52125,5.42625,5.25913,5.60875
3/6/2007,5.32,5.34,5.53,5.42938,5.2975,5.6275
3/7/2007,5.32,5.34,5.53125,5.43,5.29,5.63
3/8/2007,5.32,5.34,5.53,5.43,5.2875,5.62875
3/9/2007,5.32,5.34,5.52375,5.4175,5.29688,5.62688
3/12/2007,5.32,5.355,5.5275,5.4175,5.3425,5.63625
3/13/2007,5.32,5.35488,5.52938,5.41938,5.33,5.63
3/14/2007,5.32,5.35,5.52563,5.42,5.29625,5.61125
3/15/2007,5.32,5.35,5.52875,5.41975,5.31438,5.61875
3/16/2007,5.32,5.35,5.53,5.42125,5.32063,5.61938
3/19/2007,5.32,5.35,5.53125,5.43,5.335,5.63
3/20/2007,5.32,5.35,5.55313,5.4375,5.34,5.67
3/21/2007,5.32,5.35,5.56375,5.43875,5.34,5.6625
3/22/2007,5.32,5.34631,5.56938,5.44438,5.31375,5.68938
3/23/2007,5.32,5.34788,5.56938,5.44688,5.32,5.69125
3/26/2007,5.32,5.35,5.57375,5.45,5.32875,5.7
3/27/2007,5.32,5.35,5.5825,5.45563,5.32969,5.7
3/28/2007,5.32,5.35,5.58875,5.46125,5.32375,5.70125
3/29/2007,5.32,5.34938,5.59688,5.46563,5.32,5.71
3/30/2007,5.32,5.35,5.61688,5.47,5.32969,5.725
4/2/2007,5.32,5.35,5.62688,5.49063,5.32906,5.7375
4/3/2007,5.32,5.35,5.635,5.50125,5.33,5.74375
4/4/2007,5.32,5.35,5.63688,5.51,5.33563,5.74625
4/5/2007,5.32,5.35,5.6375,5.51,5.33219,5.7475
4/6/2007,5.32,5.35,5.6375,5.51,5.33219,5.7475
4/9/2007,5.32,5.35,5.6375,5.51,5.33219,5.7475
4/10/2007,5.32,5.355,5.59,5.40063,5.36438,5.71
4/11/2007,5.32,5.355,5.59125,5.40125,5.3625,5.71
4/12/2007,5.32,5.35563,5.59,5.40625,5.37,5.71
4/13/2007,5.32,5.35688,5.59313,5.40563,5.37,5.71
4/16/2007,5.32,5.35875,5.6,5.41563,5.37406,5.71875
4/17/2007,5.32,5.35988,5.65563,5.4575,5.37156,5.78
4/18/2007,5.32,5.35813,5.66625,5.46813,5.36063,5.79563
4/19/2007,5.32,5.355,5.66813,5.46875,5.34938,5.7925
4/20/2007,5.32,5.355,5.66938,5.47375,5.35438,5.79875
4/23/2007,5.32,5.355,5.67438,5.48588,5.35938,5.8
4/24/2007,5.32,5.355,5.68,5.4925,5.35313,5.80125
4/25/2007,5.32,5.355,5.69625,5.50188,5.34688,5.81563
4/26/2007,5.32,5.355,5.7075,5.525,5.355,5.82563
4/27/2007,5.32,5.35625,5.70938,5.55,5.36,5.82688
4/30/2007,5.32,5.355,5.72625,5.56813,5.36,5.83188
5/1/2007,5.32,5.355,5.72563,5.57375,5.35,5.82938
5/2/2007,5.32,5.355,5.73,5.59688,5.36,5.84625
5/3/2007,5.32,5.35563,5.73813,5.60625,5.35813,5.85188
5/4/2007,5.32,5.35656,5.74625,5.62188,5.36813,5.86063
5/7/2007,5.32,5.35656,5.74625,5.62188,5.36813,5.86063
5/8/2007,5.32,5.35688,5.75438,5.65625,5.36,5.87
5/9/2007,5.32,5.35813,5.76775,5.66688,5.36,5.87
5/10/2007,5.32,5.36,5.77375,5.66938,5.37,5.8725
5/11/2007,5.32,5.36,5.76188,5.6575,5.35875,5.85875
5/14/2007,5.32,5.36,5.76625,5.65813,5.365,5.87
5/15/2007,5.32,5.36,5.754,5.65063,5.36688,5.85875
5/16/2007,5.32,5.36,5.74813,5.65063,5.36,5.855
5/17/2007,5.32,5.36,5.755,5.65438,5.36094,5.87063
5/18/2007,5.32,5.36,5.75438,5.65063,5.37,5.87
5/21/2007,5.32,5.36,5.75688,5.65,5.37563,5.87625
5/22/2007,5.32,5.36,5.75813,5.64938,5.37469,5.88063
5/23/2007,5.32,5.36,5.78313,5.65588,5.38,5.92
5/24/2007,5.32,5.36,5.8,5.66,5.38,5.94
5/25/2007,5.32,5.36,5.80313,5.66,5.38,5.9425
5/28/2007,5.32,5.36,5.80313,5.66,5.38,5.9425
5/29/2007,5.32,5.36,5.805,5.6625,5.38438,5.94688
5/30/2007,5.32,5.36,5.80875,5.66375,5.38475,5.94563
5/31/2007,5.32,5.36,5.81063,5.66663,5.38475,5.94813
6/1/2007,5.32,5.36,5.81938,5.66938,5.39,5.96
6/4/2007,5.32,5.36,5.83,5.6775,5.39344,5.97688
6/5/2007,5.32,5.36,5.83625,5.68125,5.39188,5.97688
6/6/2007,5.32,5.36,5.84,5.6865,5.39594,5.98
6/7/2007,5.32,5.36,5.84125,5.68913,5.3925,5.9875
6/8/2007,5.32,5.36,5.82063,5.65938,5.40188,5.98
6/11/2007,5.32,5.36,5.82063,5.66225,5.39781,5.97375
6/12/2007,5.32,5.36,5.8375,5.66813,5.4,5.98375
6/13/2007,5.32,5.36,5.84875,5.67125,5.40906,6.0025
6/14/2007,5.32,5.36,5.84813,5.67125,5.405,5.99563
